ResourceID,Address Type,Administrative Subdivision Name,Administrative Subdivision Type,Bibliographic Reference,Copyright Description,Copyright Type,Date of Creation,Date of Publication,Description,Description Type,Document,External Identifier Type,External Source,External XRef,Geometry Qualifier,Information Carrier,Information Carrier Format Type,Information Resource Type,Keyword,Language_Type,Place Address,Place Description,Primary Reference Number,Spatial Coordinates Geometry,Temporal Coverage Timespan,Title,Title Type
0647c950-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Aldsworth, F. 2008. A Conservation Plan for Mont Orgueil, Jersey. Jersey Heritage Trust. Balleine, G.R. & Stevens J (ed.) 1970. The Bailiwick of Jersey. Hodder & Stroughton, London. Barton, K. J. 1977. Medieval and Post-Medieval Pottery from Gorey Castle. Annual Bulletin of the Société Jersiaise, 22, 69-82. Barton, K. J. 1984. Excavations at the Middle Ward, Mont Orgueil, Gorey. Archaeol J 141, 216-242. Blackstone, C. & Le Quesne, K. 1999. St Martin, Jersey. The Story of an Island Parish. Phillimore, Chichester.  Dixon, P., et al. 1998. Mont Orgueil Castle: a report on the archives, Heritage Projects, University of Nottingham. 	 Dixon, P. & Kennedy, J. 2002. Mont Orgeuil Castle conservation plan. St Helier, Jersey Heritage Trust. Finlaison, M. B. 1997. Investigation in the lower room of the south-west keep tower of Mont Orgueil Castle. Annual Bulletin of the Société Jersiaise 27: 85-102. Finlaison, M. B. 2001. Investigation in the lower room of the south-west keep tower of Mont Orgueil Castle. Part 2: The wall paintings. Annual Bulletin of the Société Jersiaise 28: 78-87. Gavey, E. 1913. History of Mont Orgueil Castle Jersey. Third ed. J.T. Bigwood, Broad Street, Jersey.  Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) L'Amy, J.H. 1971. Jersey Folk Lore. Société Jersiaise, Jersey. Leerson, M. 2017. What's Your Street's Story?: St Catherine and Archirondel. [Unpublished talk] McCormack, J. 1986. Channel Islands Churches. Phillimore, Chichester. McCormack, J. 2006. The High-Vaulted Room at Mont Orgueil; Hall, Chamber or Chapel? Annual Bulletin of the Société Jersiaise, 29, 184-194. Mower, J. 2010. Proposed Archaeological Evaluation. Mont Orgueil Castle, Gorey, St Martins, Jersey. [Unpublished report] Myres, M. T. 2008. Who actually built Gorey Castle in the early 13th century? Annual Bulletin of the Société Jersiaise, 29, 436-448. Platt, C. 2001. Mont Orgueil Castle and the Defence of Jersey. 1540-1630. Woodfield Publishing, West Sussex.  Platt, C. 2003. The Mont Orgueil Dossier. Bognor Regis, Woodfield Publishing. Platt, C. 2006. A Note on the Chapels of St Mary and St George at Mont Orgueil Castle. Annual Bulletin of the Société Jersiaise, 29, 195-201. Platt, C. 2013. King John’s Tower Keeps at Mont Orgueil and Castle Cornet. Annual Bulletin of the Société Jersiaise, 31, 148-155. Platt, C & Rushton, N. 2011. Curtain Wall and Keep: new evidence from Time Team’s excavations at Mont Orgueil. Annual Bulletin of the Société Jersiaise, 30, 362-367. Romeril, L. 2018. What's Your Street's Story?: Anne Port and Faldouet. [Unpublished talk] Rushton, N. S. 2003. The historical evidence for the sixteenth century structural re-modelling of Mont Orgueil Castle. Annual Bulletin of the Société Jersiaise 28: 351-375. Rybot, N.V.L. 1930. Reparations and Investigations in Mont Orgueil Castle, 1921-1929. Annual Bulletin of the Société Jersiaise, 11, 274-99. Rybot, N.V.L. 1931. A short account of the Excavations made in Gorey Castle during February and March 1930. Annual Bulletin of the Société Jersiaise, 11, 357-368. Rybot, N.V.L. 1933. Reparations and Excavation of Gorey Castle 1931-1933. Annual Bulletin of the Société Jersiaise, 12, 173-77. Rybot, N.V.L. 1942. Recent work in Gorey Castle. Annual Bulletin of the Société Jersiaise, 14, 115-120. Rybot, N. V. L. 1950. A report on the excavations made in the north-east outer slopes of Mont Orgueil Castle. Bulletin Annuel de la Société Jersiaise 15, 239-248. Rybot, N.V.L. 1978. Gorey Castle (Le Château Mont Orgueil) Jersey. Third ed. Société Jersiaise, Jersey. Société Jersiaise. 1976. Archaeological Monuments. Unpublished report for States of Jersey.  Stevens, C. 1977. The Vanished Chapels and Priories of Jersey. [Unpublished research] Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London. Waterhouse, R. & Renouf, J. 2015. A Pleistocene gully below Mont Orgueil Castle with Palaeolithic artefacts. Annual Bulletin of the Société Jersiaise, 31, 462-477.",,,2019-05-31,,,,/files/uploadedfiles/0700181_Mont_Orgueil_Conservation_Plan_2008.pdf,Listed building,Government of Jersey,MN0181,,1. Government of Jersey 2. Société Jersiaise 3. Jersey Heritage Archaeology collection 4. Société Jersiaise Photographic Archive 5. Jersey Archive  6. Jersey Heritage Social History collection 7. Jersey Heritage Art collection,,"1. Listing photographs, Historic Environment Resurvey 2. Fieldwalking cards, Sites and Monuments Database 3. Artefacts (sample of collection: A/0006345-421, A/0006427-560) 4. Photographs (sample of collection: SJPA/00124, SJPA/000785-6, SJPA/001018) 5. Files (C/D/P/B, D/W/M6/A), plans (sample of collection: D/AL/A1/1737, D/AL/A1/1920, D/AL/A1/425), photographs (sample of collection: D/AL/B2/2-12, L/A/75/A2/BUI/50/9, L/A/75/A2/BUI/54/10, L/A/75/A2/BUI/165/5), report (WORK 82/21) 6. Postcards (sample of collection: JERSM/2001/00656/001, JERSM/2004/00087/002, JERSM/20004/00087/047, JERSM/2004/00087/053, JERSM/2004/00087/058), stamps (sample of collection: JERSM/2012/00160/001, JERSM/2012/00170/001, JERSM/2012/00384/002), plates (JHTO/0000/00010-11, JHTO/0000/00013) 7. Paintings (sample of collection: JHT/1984/00209, JHT/1988/00008, JHT/1989/00014/b, JHT/1995/00012)","German Occupation,Richmond Map,Coastal Fortification",,"Mont Orgueil Castle, La Route de la Côte",,0700181,GEOMETRYCOLLECTION (POINT (-2.019095 49.199579)),,Mont Orgueil Castle,
fcaeef40-149c-0138-c577-740f24312a1c,Field Number,St. Ouen,Parish,"Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,2019-01-11,,,,,,,,,,,,,,"Clos du Moulin, Field O281",,0900271,GEOMETRYCOLLECTION (POINT (-2.209667 49.238694)),,Clos du Moulin,
29970c20-1168-0138-9135-740f24312a1c,Field Number,St. Saviour,Parish,"Finch, O. & Hills, R. 2007. Jersey Heritage Archaeological Evaluation. Unpublished research for States of Jersey, Jersey.",,,2020-01-04,,,,,,Government of Jersey,SA0323,,,,,,,"La Houguette, Field S562",,1100106,GEOMETRYCOLLECTION (POINT (-2.070407 49.195525)),,La Houguette,
0f66c2c0-1e7a-0138-8d62-740f24312a1c,,Grouville,Parish,,,,,,,,,,,,,1. Jersey Heritage Archaeology collection,,1. Flint flake (A/0003007),,,,,0300356,GEOMETRYCOLLECTION (POINT (-2.097693 49.182976)),,Flake,
06437110-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. Stevens, J. 1980. Old Jersey Houses, Volume One. Fourth ed. Phillimore, London.",,,2019-05-31,,,,,Listed building,Government of Jersey,MN0168,,1. Government of Jersey 2. Société Jersiaise 3. Jersey Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database 3. Plans (L/A/06/A/274), photograph (L/A/75/A3/4/644C)",,,"Milton Farm, La Rue Belin",,0700168,GEOMETRYCOLLECTION (POINT (-2.043568 49.222607)),,Milton Farm,
063f3e30-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) ",,,2019-05-30,,,,,Listed building,Government of Jersey,MN0054,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Les Landes Lodge, Le Mont des Landes",,0700054,GEOMETRYCOLLECTION (POINT (-2.032252 49.211782)),,Les Landes Lodge,
85016cc0-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,,,,,,,,,,,,,1. Société Jersiaise 2. Jersey Heritage Archaeology collection,,"1. Sites and Monuments Database, Fieldwalking cards 2. Artefacts (A/0001676, A/0001692, A/0003483, A/0004060-6)",,,"Artefact Scatter Area, South of Gorey Slipway",,0300325,GEOMETRYCOLLECTION (POINT (-2.028229 49.196579)),,Artefact Scatter Area,
0bf80c80-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. ",,,2020-02-07,,,,,Listed building,Government of Jersey,LA0216,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"St Clair, La Ruelle de Ste Claire",,0600216,GEOMETRYCOLLECTION (POINT (-2.130084 49.208669)),,St Clair,
0bf80290-116c-0138-9147-740f24312a1c,Postal Address,St. Lawrence,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2020-02-07,,,,,,,LA0215,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Lakeside Cottage, La Ruelle de Ste Claire",,0600215,GEOMETRYCOLLECTION (POINT (-2.134261 49.207623)),,Lakeside Cottage,
5082f8a0-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 17.07.2019) McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.  Stevens, J. 1977. Old Jersey Houses, Volume Two. Phillimore, London.",,,2019-07-26,,,,,Listed building,Government of Jersey,BR0330/BR0331,,1. Government of Jersey 2. Société Jersiaise,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database",Richmond Map,,"Hibernia Vale, Le Mont les Vaux",,0100330,GEOMETRYCOLLECTION (POINT (-2.17591 49.188639)),,Hibernia Vale,
29964e50-1168-0138-9135-740f24312a1c,Field Number,St. Saviour,Parish,"Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,2020-02-04,,,,,,,,,,,,,,"Clos de l'Hermite, Field S187A",,1100211,GEOMETRYCOLLECTION (POINT (-2.065532 49.204076)),,Clos de l'Hermite,
0642e4c0-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 03.06.2019) ",,,2019-05-31,,,,,Listed building,Government of Jersey,MN0155,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Le Vallet, Le Mont de Gouray",,0700155,GEOMETRYCOLLECTION (POINT (-2.027152 49.199235)),,Le Vallet,
fca5ea10-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-12-18,,,,,Listed building,Government of Jersey,OU0096,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Lowlands, La Rue du Couvent",,0900096,GEOMETRYCOLLECTION (POINT (-2.212182 49.227762)),,Lowlands,
ec03fd14-8711-11eb-8701-0275d4869ef4,Postal Address,St. Helier,Parish,"Finlaison, M. 1973. Excavations at Don Street, St Helier, Jersey. . Annual Bulletin of the Société Jersiaise, 21, 127-136.  Hotton, C. 1996. Identification of archaeologically sensitive areas within the town of Saint Helier, Jersey, Channel Islands. [Unpublished report]",,,,,,,,,,,,,,,,,22-30 Don Street,,0401316,GEOMETRYCOLLECTION (POINT (-2.105269 49.18497)),,22-30 Don Street,
04d2f330-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-10-22,,,,,Listed building,Government of Jersey,HE1571,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"45, Stopford Road",,0401571,GEOMETRYCOLLECTION (POINT (-2.10006 49.189619)),,45,
04bb4ba0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2019-09-10,,,,,Listed building,Government of Jersey,HE0854,,1. Government of Jersey ,,"1. Listing photographs, Historic Environment Resurvey ",,,"39, Chevalier Road",,0400854,GEOMETRYCOLLECTION (POINT (-2.101628 49.188971)),,39,
507e8b50-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Knocker, G.S. 1936. The Windmills of Jersey. Annual Bulletin of the Société Jersiaise, 13, 91-106. Stevens, C. 1977. Windmills, Water-Mills and Streams of Jersey. [Unpublished research] Stevens, C. & Stevens, M. 1986. Jersey Place Names, Volumes I & II. Société Jersiaise, Jersey.",,,2019-07-25,,,,,,,,,1. Société Jersiaise,,1. Sites and Monuments Database,Mill,,"Site of Le Moulin Gras Dos, Le Mont Gras d'Eau",,0100205,GEOMETRYCOLLECTION (POINT (-2.191552 49.1869)),,Site of Le Moulin Gras Dos,
84fa2140-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,,,,2020-06-03,,,,,Listed building,Government of Jersey,GR0165/GR0216/GR0217/GR0218/GR0219,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Windsor Cottages, La Rue de la Sente Maillard",,0300165,GEOMETRYCOLLECTION (POINT (-2.031245 49.173004)),,Windsor Cottages,
50826d80-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,2019-07-26,,,,,Listed building,Government of Jersey,BR0315,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Wellhead, La Rue du Crocquet",,0100315,GEOMETRYCOLLECTION (POINT (-2.169739 49.188523)),,Wellhead,
064a6390-116c-0138-9144-740f24312a1c,Postal Address,St. Martin,Parish,"Burch, J. & Tilling, T. 2015. Douets A Laver. Jersey Lavoirs. The history and location of Jersey Lavoirs. Société Jersiaise, Jersey.",,,2020-03-06,,,,,,,,,,,,,,"Lavoir & Abreuvoir, Le Mont des Landes",,0700332,GEOMETRYCOLLECTION (POINT (-2.032438 49.210584)),,Lavoir & Abreuvoir,
46a827f0-116c-0138-914a-740f24312a1c,Postal Address,St. John,Parish,"Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey.",,,2018-03-13,,,,,Listed building,Government of Jersey,JN0014,,1. Government of Jersey 2. Jersey Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Treasure Survey (L/A/06/H/3)",,,"Maitland, La Grande Route de St. Jean",,0500014,GEOMETRYCOLLECTION (POINT (-2.114025 49.226081)),,Maitland,
50821e00-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,,,,2019-07-26,,,,,Listed building,Government of Jersey,BR0306,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Le Rocher, La Rue du Crocquet",,0100306,GEOMETRYCOLLECTION (POINT (-2.170584 49.188965)),,Le Rocher,
fcad3010-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-12-19,,,,,Listed building,Government of Jersey,OU0268,,1. Government of Jersey 2. Jersey Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Plans (L/A/06/A/400), Documents (L/A/06/D/400) ",Richmond Map,,"La Ruette, La Ruette",,0900268,GEOMETRYCOLLECTION (POINT (-2.227683 49.242332)),,La Ruette,
84f562d0-1168-0138-913b-740f24312a1c,Postal Address,Grouville,Parish,"Anthony, R. 2001. Grouville, Jersey. The History of a Country Parish. Parish of Grouville, Jersey. Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 09.01.2018)  Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey.  Lake, J. & Edwards, B. 2008. Historic Farmsteads and Landscapes in Jersey: their character and local distinctiveness. Jersey Heritage Trust, Jersey. McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2020-08-02,,,,,Listed building,Government of Jersey,GR0009,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",Richmond Map,,"Mont St. Aubyn, La Rue du Carrefour au Clercq",,0300009,GEOMETRYCOLLECTION (POINT (-2.052919 49.19946)),,Mont St. Aubyn,
5079d870-116c-0138-9150-740f24312a1c,Postal Address,St. Brelade,Parish,"Pocock, H.R.S. 1971. Jersey’s Martello Towers. Annual Bulletin of the Société Jersiaise, 20, 289-298. Romeril, L. 2013. What's Your Street's Story?: Noirmont & Portelet. [Unpublished talk] Romeril, L. 2016. Noirmont & Plemont. In: Romeril, L., et al. What’s Your Street’s Story?: Part Two. Jersey Heritage Trust, Jersey, 135-147.",,,2019-07-23,,,,,Listed building,Government of Jersey,BR0085,,1. Government of Jersey 2. Société Jersiaise 3. Jersey Archive  4. Jersey Heritage Social History collection  5. Jersey Heritage Art collection 6. Société Jersiaise Photographic Archive,,"1. Listing photographs, Historic Environment Resurvey 2. Sites and Monuments Database 3. Plans (D/AL/A7/152(D1)), Photographs (L/A/75/A2/WRE/5/1) 4. Stamps (JERSM/2012/00354/002, JERSM/2012/00384/002), Postcards (JERSM/2004/00087/726, JERSM/2004/00087/748, JERSM/2004/00087/1706) 5. Drawing (SJA/0000/01166), Prints (SJA/0000/01875, SJPA/0000/01869) 6. Photographs (sample of collection: SJPA/001687, SJPA/002291)",Coastal Fortification,,"Noirmont Tower, Le Chemin de Noirmont",,0100085,GEOMETRYCOLLECTION (POINT (-2.167962 49.165173)),,Noirmont Tower,
29906460-1168-0138-9135-740f24312a1c,Postal Address,St. Saviour,Parish,,,,2020-02-04,,,,,Listed building,Government of Jersey,SA0152,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"6, Dicq Road",,1100152,GEOMETRYCOLLECTION (POINT (-2.094224 49.178356)),,6,
fcade020-149c-0138-c577-740f24312a1c,Postal Address,St. Ouen,Parish,"Glendinning, A. 1998. The Jersey Datestones Register. Retrieved from http://members.societe-jersiaise.org/alexgle/stonejsy.html (Date Accessed: 13.09.2018) McCormack, J. 2015. Channel Island Houses. John McCormack, Cheltenham.",,,2018-12-19,,,,,,,,,,,,Richmond Map,,"St Jean , La Rue Militaire",,0900260,GEOMETRYCOLLECTION (POINT (-2.195773 49.233426)),,St Jean ,
cbf0a5f8-8672-11eb-8701-0275d4869ef4,Postal Address,St. Helier,Parish,"Hotton, C. 1996. Identification of archaeologically sensitive areas within the town of Saint Helier, Jersey, Channel Islands. [Unpublished report]",,,,,,,,,,,,,,,,,19-23 La Motte Street,,0401404,GEOMETRYCOLLECTION (POINT (-2.101887 49.183788)),,19-23 La Motte Street,
b38ce230-149f-0138-c57a-740f24312a1c,Postal Address,Trinity,Parish,"Island Development Committee. 1992. Register of Buildings of Architectural and Historical Importance in Jersey. Island Development Committee, Jersey. ",,,2018-05-18,,,,,Listed building,Government of Jersey,TR0192,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey",,,"Don Gruchy Stone, La Route de la Trinité (Field T1207)",,1200192,GEOMETRYCOLLECTION (POINT (-2.096272 49.214786)),,Don Gruchy Stone,
04cd21b0-149c-0138-c574-740f24312a1c,Postal Address,St. Helier,Parish,,,,2019-10-16,,,,,Listed building,Government of Jersey,HE1367,,1. Government of Jersey,,"1. Listing photographs, Historic Environment Resurvey ",,,"2 Ainsdale Villas, Roseville Street",,0401367,GEOMETRYCOLLECTION (POINT (-2.101212 49.178334)),,2 Ainsdale Villas,
